; Vels for Baltic example — Leite
; depth_base/vel_base are real published means; per-flow scaling is synthetic
; CELL VELS IN M/S
10,Number of flows in table,,,,,,,,,,,,,,,,,,
,0.3,0.6,1.0,1.5,2.5,4.0,7.0,13.0,30.0,150.0
1,0.116371,0.181268,0.229094,0.267057,0.314884,0.358889,0.411283,0.469242,0.547537,0.698223
2,0.087160,0.135768,0.171589,0.200023,0.235845,0.268804,0.308047,0.351458,0.410100,0.522962
3,0.096839,0.150844,0.190644,0.222234,0.262034,0.298653,0.342254,0.390485,0.455639,0.581035
4,0.112765,0.175651,0.221995,0.258781,0.305126,0.347768,0.398539,0.454701,0.530570,0.676587
5,0.085040,0.132465,0.167416,0.195157,0.230108,0.262265,0.300554,0.342909,0.400124,0.510242
6,0.073005,0.113717,0.143721,0.167537,0.197541,0.225147,0.258017,0.294377,0.343495,0.438028
7,0.129250,0.201330,0.254450,0.296614,0.349734,0.398609,0.456803,0.521176,0.608137,0.775500
8,0.098917,0.154080,0.194733,0.227002,0.267655,0.305060,0.349596,0.398862,0.465414,0.593499
9,0.097856,0.152427,0.192645,0.224567,0.264785,0.301788,0.345847,0.394584,0.460422,0.587134
10,0.103903,0.161847,0.204549,0.238444,0.281147,0.320437,0.367219,0.418968,0.488874,0.623416
11,0.093386,0.145465,0.183845,0.214309,0.252689,0.288003,0.330049,0.376560,0.439390,0.560314
12,0.071894,0.111987,0.141535,0.164988,0.194536,0.221722,0.254092,0.289899,0.338269,0.431364
13,0.102525,0.159700,0.201836,0.235282,0.277418,0.316187,0.362348,0.413411,0.482390,0.615147
14,0.113431,0.176689,0.223308,0.260311,0.306930,0.349824,0.400895,0.457390,0.533707,0.680588
15,0.083730,0.130424,0.164836,0.192151,0.226563,0.258225,0.295923,0.337625,0.393960,0.502380
16,0.117370,0.182824,0.231062,0.269351,0.317588,0.361971,0.414816,0.473272,0.552240,0.704220
17,0.078416,0.122146,0.154374,0.179955,0.212183,0.241835,0.277142,0.316197,0.368955,0.470495
18,0.070850,0.110361,0.139479,0.162591,0.191710,0.218501,0.250400,0.285687,0.333355,0.425097
19,0.123740,0.192747,0.243603,0.283969,0.334825,0.381616,0.437329,0.498958,0.582212,0.742441
20,0.070511,0.109833,0.138812,0.161814,0.190793,0.217456,0.249203,0.284321,0.331762,0.423065
21,0.071156,0.110838,0.140083,0.163295,0.192540,0.219447,0.251484,0.286924,0.334799,0.426938
22,0.125001,0.194711,0.246085,0.286863,0.338237,0.385505,0.441786,0.504043,0.588145,0.750006
23,0.117603,0.183188,0.231521,0.269885,0.318219,0.362690,0.415640,0.474212,0.553337,0.705619
24,0.095954,0.149466,0.188902,0.220204,0.259640,0.295924,0.339127,0.386917,0.451476,0.575726
25,0.094430,0.147092,0.185902,0.216707,0.255516,0.291225,0.333741,0.380772,0.444306,0.566582
26,0.124150,0.193386,0.244410,0.284910,0.335934,0.382881,0.438778,0.500612,0.584141,0.744901
27,0.084437,0.131525,0.166227,0.193772,0.228474,0.260404,0.298421,0.340474,0.397284,0.506619
28,0.079321,0.123557,0.156157,0.182033,0.214633,0.244628,0.280342,0.319848,0.373217,0.475928
29,0.107700,0.167761,0.212025,0.247158,0.291422,0.332148,0.380639,0.434279,0.506740,0.646198
30,0.088508,0.137867,0.174243,0.203116,0.239491,0.272960,0.312810,0.356892,0.416441,0.531049
31,0.089426,0.139296,0.176049,0.205221,0.241974,0.275790,0.316053,0.360592,0.420758,0.536554
32,0.086795,0.135199,0.170871,0.199185,0.234857,0.267679,0.306758,0.349986,0.408383,0.520773
33,0.121789,0.189709,0.239763,0.279493,0.329547,0.375601,0.430435,0.491093,0.573034,0.730737
34,0.094279,0.146856,0.185603,0.216359,0.255106,0.290757,0.333206,0.380161,0.443593,0.565673
35,0.082261,0.128135,0.161943,0.188778,0.222586,0.253693,0.290730,0.331700,0.387045,0.493563
36,0.102561,0.159757,0.201908,0.235366,0.277517,0.316300,0.362477,0.413558,0.482562,0.615367
37,0.092122,0.143496,0.181357,0.211408,0.249269,0.284105,0.325582,0.371463,0.433443,0.552730
38,0.089540,0.139474,0.176274,0.205484,0.242284,0.276143,0.316457,0.361053,0.421296,0.537240
39,0.126788,0.197494,0.249602,0.290963,0.343071,0.391015,0.448100,0.511247,0.596551,0.760726
40,0.119828,0.186654,0.235902,0.274992,0.324240,0.369553,0.423505,0.483185,0.563807,0.718971
41,0.121292,0.188934,0.238783,0.278351,0.328201,0.374067,0.428678,0.489087,0.570694,0.727753
42,0.122074,0.190152,0.240323,0.280145,0.330316,0.376478,0.431441,0.492240,0.574372,0.732444
43,0.103942,0.161908,0.204627,0.238535,0.281254,0.320559,0.367358,0.419127,0.489060,0.623653
44,0.117841,0.183558,0.231990,0.270432,0.318863,0.363424,0.416481,0.475172,0.554456,0.707047
45,0.071745,0.111755,0.141241,0.164645,0.194132,0.221261,0.253564,0.289296,0.337567,0.430468
46,0.089334,0.139154,0.175869,0.205011,0.241727,0.275508,0.315730,0.360223,0.420328,0.536005
47,0.108726,0.169360,0.214046,0.249514,0.294199,0.335314,0.384267,0.438418,0.511570,0.652358
48,0.101037,0.157383,0.198908,0.231868,0.273393,0.311599,0.357090,0.407412,0.475390,0.606221
49,0.086834,0.135259,0.170947,0.199273,0.234961,0.267797,0.306893,0.350141,0.408563,0.521003
50,0.070875,0.110401,0.139530,0.162651,0.191780,0.218581,0.250492,0.285792,0.333477,0.425253
51,0.089030,0.138680,0.175270,0.204313,0.240904,0.274570,0.314655,0.358996,0.418896,0.534180
52,0.121755,0.189655,0.239695,0.279414,0.329454,0.375495,0.430314,0.490955,0.572873,0.730532
53,0.086541,0.134802,0.170369,0.198600,0.234168,0.266892,0.305857,0.348958,0.407183,0.519243
54,0.097177,0.151370,0.191309,0.223010,0.262948,0.299695,0.343448,0.391848,0.457229,0.583062
55,0.112415,0.175107,0.221308,0.257980,0.304182,0.346691,0.397305,0.453294,0.528928,0.674493
56,0.081666,0.127209,0.160773,0.187414,0.220977,0.251859,0.288628,0.329302,0.384248,0.489995
57,0.129692,0.202018,0.255319,0.297627,0.350929,0.399971,0.458364,0.522957,0.610214,0.778150
58,0.122364,0.190603,0.240893,0.280810,0.331100,0.377371,0.432465,0.493408,0.575735,0.734182
59,0.115427,0.179798,0.227237,0.264892,0.312331,0.355979,0.407949,0.465438,0.543098,0.692563
60,0.099722,0.155334,0.196318,0.228850,0.269834,0.307543,0.352442,0.402109,0.469202,0.598330
61,0.081511,0.126967,0.160467,0.187057,0.220557,0.251380,0.288079,0.328676,0.383517,0.489063
62,0.114027,0.177618,0.224481,0.261679,0.308543,0.351662,0.403002,0.459793,0.536512,0.684164
63,0.094752,0.147593,0.186534,0.217444,0.256386,0.292216,0.334877,0.382068,0.445818,0.568511
64,0.118059,0.183897,0.232418,0.270931,0.319451,0.364094,0.417249,0.476049,0.555480,0.708352
65,0.118627,0.184782,0.233536,0.272235,0.320989,0.365847,0.419258,0.478340,0.558153,0.711761
66,0.082095,0.127877,0.161617,0.188398,0.222138,0.253182,0.290145,0.331032,0.386266,0.492570
67,0.101260,0.157730,0.199347,0.232380,0.273996,0.312287,0.357879,0.408311,0.476440,0.607560
68,0.091118,0.141932,0.179380,0.209105,0.246553,0.281009,0.322034,0.367415,0.428720,0.546707
69,0.107254,0.167066,0.211146,0.246135,0.290215,0.330772,0.379062,0.432480,0.504641,0.643522
70,0.104297,0.162461,0.205325,0.239349,0.282214,0.321653,0.368612,0.420557,0.490728,0.625780
71,0.112874,0.175820,0.222210,0.259032,0.305421,0.348104,0.398924,0.455141,0.531083,0.677241
72,0.116563,0.181567,0.229472,0.267497,0.315403,0.359481,0.411962,0.470016,0.548441,0.699375
73,0.080414,0.125259,0.158309,0.184541,0.217591,0.247999,0.284205,0.324255,0.378359,0.482486
74,0.101947,0.158800,0.200699,0.233956,0.275855,0.314406,0.360307,0.411081,0.479672,0.611681
75,0.121678,0.189536,0.239544,0.279238,0.329246,0.375258,0.430043,0.490645,0.572512,0.730071
76,0.093954,0.146350,0.184964,0.215613,0.254227,0.289755,0.332057,0.378851,0.442064,0.563724
77,0.104846,0.163316,0.206407,0.240610,0.283700,0.323347,0.370553,0.422772,0.493314,0.629077
78,0.083622,0.130256,0.164624,0.191903,0.226270,0.257892,0.295542,0.337190,0.393451,0.501732
79,0.091398,0.142369,0.179932,0.209748,0.247312,0.281873,0.323025,0.368546,0.430039,0.548389
80,0.095902,0.149384,0.188798,0.220083,0.259498,0.295763,0.338942,0.386706,0.451229,0.575411
81,0.088960,0.138570,0.175132,0.204152,0.240713,0.274353,0.314406,0.358713,0.418566,0.533758
82,0.088552,0.137936,0.174330,0.203217,0.239611,0.273097,0.312967,0.357070,0.416649,0.531314
83,0.086557,0.134828,0.170402,0.198638,0.234212,0.266943,0.305915,0.349024,0.407261,0.519342
84,0.112343,0.174993,0.221165,0.257813,0.303984,0.346466,0.397048,0.453000,0.528585,0.674055
85,0.083725,0.130416,0.164826,0.192139,0.226549,0.258209,0.295905,0.337605,0.393936,0.502349
86,0.120495,0.187692,0.237214,0.276521,0.326043,0.371607,0.425859,0.485872,0.566942,0.722968
87,0.092665,0.144342,0.182426,0.212655,0.250739,0.285779,0.327501,0.373653,0.435999,0.555989
88,0.120681,0.187981,0.237580,0.276948,0.326546,0.372181,0.426517,0.486622,0.567817,0.724084
89,0.083608,0.130235,0.164597,0.191872,0.226234,0.257850,0.295494,0.337135,0.393387,0.501651
90,0.102687,0.159953,0.202156,0.235655,0.277858,0.316689,0.362923,0.414066,0.483155,0.616123
91,0.081678,0.127228,0.160796,0.187441,0.221010,0.251896,0.288671,0.329351,0.384304,0.490067
92,0.080210,0.124941,0.157907,0.184073,0.217038,0.247369,0.283483,0.323432,0.377398,0.481261
93,0.106918,0.166544,0.210486,0.245365,0.289307,0.329737,0.377876,0.431127,0.503063,0.641509
94,0.079337,0.123581,0.156188,0.182069,0.214676,0.244677,0.280397,0.319911,0.373290,0.476022
